주문시간,주문ID,매장코드,상호지점명,태블릿 번호,주문키,주문 유형,장바구니,주문 장바구니 전체 금액,마지막 포스 응답 시간,에러메시지,ip,최종 포스 연동 여부,밴사,포스 응답 소요 시간
2026-04-26 03:06:09,ORDER-559837,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-911407,후결제,"[새로 (00256) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",32000,2026-04-26 03:06:09,,IP-020538,성공,,0
2026-04-26 03:18:34,ORDER-288604,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-186306,후결제,"[새로 (00256) (1개) (5000원)], [참이슬후레쉬 (00228) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [어묵탕(매운맛) (A0026) (1개) (22000원)]",49000,2026-04-26 03:18:34,,IP-020538,성공,,0
2026-04-26 03:25:13,ORDER-964236,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-802712,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [우동(중간맛) (A0018) (2개) (9000원)]",23000,2026-04-26 03:25:13,,IP-020538,성공,,0
2026-04-26 03:31:59,ORDER-872542,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-167526,후결제,"[김치만두 (A0036) (1개) (8000원)], [어묵우동(매운맛) (A0024) (1개) (10000원)], [우동(중간맛) (A0018) (1개) (9000원)]",27000,2026-04-26 03:32:00,,IP-020538,성공,,1
2026-04-26 03:32:36,ORDER-872542,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-209648,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-26 03:32:36,,IP-020538,성공,,0
2026-04-26 03:38:13,ORDER-928025,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-116724,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-26 03:38:13,,IP-020538,성공,,0
2026-04-26 03:44:07,ORDER-964236,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-527925,후결제,"[튀김마라만두 (A0038) (1개) (9000원)], [참이슬후레쉬 (00228) (1개) (5000원)]",14000,2026-04-26 03:44:08,,IP-020538,성공,,1
2026-04-26 03:49:05,ORDER-742205,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-142628,후결제,"[새로 (00256) (1개) (5000원)], [어묵우동(순한맛) (A0014) (1개) (10000원)], [우동(중간맛) (A0018) (1개) (9000원)]",24000,2026-04-26 03:49:05,,IP-020538,성공,,0
2026-04-26 03:57:38,ORDER-653511,STORE-459717,코덱스커뮤니티(최고점),TABLET-109685,KEY-228541,후결제,"[깡새우 (A0033) (1개) (6500원)], [생맥주 500cc (00417) (1개) (4500원)], [진로이즈백 (00231) (1개) (5000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",26000,2026-04-26 03:57:39,,IP-020538,성공,,1
2026-04-26 04:00:49,ORDER-238642,STORE-459717,코덱스커뮤니티(최고점),TABLET-352483,KEY-582712,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [고기만두 (A0035) (1개) (8000원)], [우동(매운맛) (A0023) (1개) (9000원)], [우동(중간맛) (A0018) (1개) (9000원)]",31000,2026-04-26 04:00:50,,IP-020538,성공,,1
2026-04-26 04:10:54,ORDER-396273,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-168882,후결제,"[처음처럼 (00230) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",32000,2026-04-26 04:10:54,,IP-020538,성공,,0
2026-04-26 04:11:52,ORDER-238642,STORE-459717,코덱스커뮤니티(최고점),TABLET-352483,KEY-746322,후결제,[참이슬후레쉬 (00228) (2개) (5000원)],10000,2026-04-26 04:11:53,,IP-020538,성공,,1
2026-04-26 04:12:30,ORDER-913539,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-371583,후결제,"[처음처럼 (00230) (1개) (5000원)], [김치만두 (A0036) (1개) (8000원)], [우동(매운맛) (A0023) (1개) (9000원)]",22000,2026-04-26 04:12:30,,IP-020538,성공,,0
2026-04-26 04:35:28,ORDER-238642,STORE-459717,코덱스커뮤니티(최고점),TABLET-352483,KEY-412259,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-26 04:35:29,,IP-020538,성공,,1
2026-04-26 04:55:39,ORDER-683367,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-405615,후결제,"[김치만두 (A0036) (1개) (8000원)], [어묵우동곱빼기(중간맛) (A0046) (1개) (11000원)], [참이슬후레쉬 (00228) (1개) (5000원)]",24000,2026-04-26 04:55:39,,IP-020538,성공,,0
2026-04-26 04:57:19,ORDER-683367,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-326156,후결제,[칠성사이다 캔 355ml (00235) (1개) (2000원)],2000,2026-04-26 04:57:20,,IP-020538,성공,,1
2026-04-26 05:13:51,ORDER-238642,STORE-459717,코덱스커뮤니티(최고점),TABLET-352483,KEY-063289,후결제,"[고기만두 (A0035) (1개) (8000원)], [참이슬후레쉬 (00228) (1개) (5000원)]",13000,2026-04-26 05:13:52,,IP-020538,성공,,1
2026-04-26 05:32:48,ORDER-683367,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-775912,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-26 05:32:48,,IP-020538,성공,,0
2026-04-26 18:26:43,ORDER-354858,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-290048,후결제,"[테라 (00237) (1개) (5000원)], [참이슬후레쉬 (00228) (1개) (5000원)], [깡토마토 (A0034) (1개) (6500원)], [우동(중간맛) (A0018) (1개) (9000원)]",25500,2026-04-26 18:26:43,,IP-020538,성공,,0
2026-04-26 18:56:24,ORDER-354858,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-757107,후결제,[테라 (00237) (1개) (5000원)],5000,2026-04-26 18:56:24,,IP-020538,성공,,0
2026-04-26 19:37:22,ORDER-176006,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-308532,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [어묵우동곱빼기(중간맛) (A0046) (1개) (11000원)]",16000,2026-04-26 19:37:22,,IP-020538,성공,,0
2026-04-26 19:58:22,ORDER-373251,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-250923,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [어묵우동(순한맛) (A0014) (1개) (10000원)]",15000,2026-04-26 19:58:23,,IP-020538,성공,,1
2026-04-26 20:21:48,ORDER-880331,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-059094,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [파인샤베트 (A0039) (1개) (8500원)], [우동(중간맛) (A0018) (1개) (9000원)]",22500,2026-04-26 20:21:49,,IP-020538,성공,,1
2026-04-26 20:30:15,ORDER-319744,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-251197,후결제,"[어묵우동(매운맛) (A0024) (1개) (10000원)], [고기만두 (A0035) (1개) (8000원)]",18000,2026-04-26 20:30:15,,IP-020538,성공,,0
2026-04-26 20:33:52,ORDER-319744,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-065004,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-26 20:33:53,,IP-020538,성공,,1
2026-04-26 20:48:42,ORDER-373251,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-643932,후결제,[진로이즈백 (00231) (1개) (5000원)],5000,2026-04-26 20:48:42,,IP-020538,성공,,0
2026-04-26 21:22:48,ORDER-319744,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-052433,후결제,[물 (00396) (1개) (0원)],0,2026-04-26 21:22:48,,IP-020538,성공,,0
2026-04-26 21:24:08,ORDER-352416,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-148025,후결제,"[생맥주 500cc (00417) (2개) (4500원)], [튀김만두 (A0037) (1개) (8500원)], [어묵우동(순한맛) (A0014) (1개) (10000원)]",27500,2026-04-26 21:24:09,,IP-020538,성공,,1
2026-04-26 21:58:49,ORDER-380792,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-966866,후결제,"[새로 (00256) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [어묵우동곱빼기(순한맛) (A0041) (1개) (11000원)]",33000,2026-04-26 21:58:50,,IP-020538,성공,,1
2026-04-26 22:02:35,ORDER-742204,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-667958,후결제,[어묵탕(중간맛) (A0021) (1개) (22000원)],22000,2026-04-26 22:02:35,,IP-020538,성공,,0
2026-04-26 22:02:45,ORDER-742204,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-887006,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-26 22:02:45,,IP-020538,성공,,0
2026-04-26 22:24:15,ORDER-380792,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-342151,후결제,"[어묵(매운맛)//(우동면X) (A0025) (1개) (10000원)], [새로 (00256) (1개) (5000원)]",15000,2026-04-26 22:24:15,,IP-020538,성공,,0
2026-04-26 22:47:12,ORDER-418318,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-188607,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [튀김마라만두 (A0038) (1개) (9000원)], [우동(중간맛) (A0018) (1개) (9000원)]",23000,2026-04-26 22:47:12,,IP-020538,성공,,0
2026-04-26 22:50:12,ORDER-284531,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-595306,후결제,"[탕수육 (A0030) (1개) (17000원)], [깡면닭발 (A0063) (1개) (22900원)]",39900,2026-04-26 22:50:12,,IP-020538,성공,,0
2026-04-26 22:50:46,ORDER-380792,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-292637,후결제,[새로 (00256) (1개) (5000원)],5000,2026-04-26 22:50:46,,IP-020538,성공,,0
2026-04-26 23:32:34,ORDER-380792,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-112074,후결제,[새로 (00256) (1개) (5000원)],5000,2026-04-26 23:32:34,,IP-020538,성공,,0
2026-04-27 00:08:50,ORDER-893243,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-799044,후결제,"[우동곱빼기(매운맛) (A0050) (1개) (10000원)], [우동(순한맛) (A0013) (1개) (9000원)], [우동(중간맛) (A0018) (2개) (9000원)], [우동(매운맛) (A0023) (3개) (9000원)]",64000,2026-04-27 00:08:51,,IP-020538,성공,,1
2026-04-27 00:11:23,ORDER-947156,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-030406,후결제,"[생맥주 500cc (00417) (1개) (4500원)], [새로 (00256) (1개) (5000원)], [튀김마라만두 (A0038) (1개) (9000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",28500,2026-04-27 00:11:23,,IP-020538,성공,,0
2026-04-27 01:18:53,ORDER-763635,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-111992,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [어묵우동곱빼기(순한맛) (A0041) (1개) (11000원)]",33000,2026-04-27 01:18:54,,IP-020538,성공,,1
2026-04-27 02:54:41,ORDER-571375,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-886924,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [새로 (00256) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [고기만두 (A0035) (1개) (8000원)], [우동(중간맛) (A0018) (2개) (9000원)]",53000,2026-04-27 02:54:42,,IP-020538,성공,,1
2026-04-27 03:00:41,ORDER-571375,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-694312,후결제,[칠성사이다 캔 355ml (00235) (1개) (2000원)],2000,2026-04-27 03:00:41,,IP-020538,성공,,0
2026-04-27 18:09:52,ORDER-870607,STORE-459717,코덱스커뮤니티(최고점),TABLET-996126,KEY-776271,후결제,"[처음처럼 (00230) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [우동(매운맛) (A0023) (2개) (9000원)]",40000,2026-04-27 18:10:59,,IP-020538,성공,,67
2026-04-27 18:53:20,ORDER-273544,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-241082,후결제,[우동(매운맛) (A0023) (1개) (9000원)],9000,2026-04-27 18:53:21,,IP-020538,성공,,1
2026-04-27 20:32:16,ORDER-244154,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-135660,후결제,"[생맥주 500cc (00417) (4개) (4500원)], [우동곱빼기(중간맛) (A0045) (1개) (10000원)], [어묵추가1꼬치 (A0029) (1개) (2000원)]",30000,2026-04-27 20:32:16,,IP-020538,성공,,0
2026-04-27 20:44:52,ORDER-930332,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-811001,후결제,"[탕수육 (A0030) (1개) (17000원)], [우동(중간맛) (A0018) (1개) (9000원)]",26000,2026-04-27 20:44:52,,IP-020538,성공,,0
2026-04-27 20:45:00,ORDER-930332,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-117598,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-27 20:45:01,,IP-020538,성공,,1
2026-04-27 21:03:21,ORDER-102797,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-537851,후결제,"[처음처럼 (00230) (1개) (5000원)], [깡새우 (A0033) (1개) (6500원)]",11500,2026-04-27 21:03:22,,IP-020538,성공,,1
2026-04-27 21:04:15,ORDER-102797,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-929468,후결제,[깡토마토 (A0034) (1개) (6500원)],6500,2026-04-27 21:04:16,,IP-020538,성공,,1
2026-04-27 21:19:23,ORDER-244154,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-342860,후결제,[생맥주 500cc (00417) (4개) (4500원)],18000,2026-04-27 21:19:23,,IP-020538,성공,,0
2026-04-27 21:27:59,ORDER-272009,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-974293,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [어묵탕(순한맛) (A0016) (1개) (22000원)]",27000,2026-04-27 21:27:59,,IP-020538,성공,,0
2026-04-27 21:43:25,ORDER-302065,STORE-459717,코덱스커뮤니티(최고점),TABLET-109685,KEY-030115,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [깡탕세트 (A0031) (1개) (19000원)], [우동(매운맛) (A0023) (2개) (9000원)]",42000,2026-04-27 21:43:26,,IP-020538,성공,,1
2026-04-27 21:44:23,ORDER-102797,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-980770,후결제,[처음처럼 (00230) (1개) (5000원)],5000,2026-04-27 21:44:24,,IP-020538,성공,,1
2026-04-27 21:46:00,ORDER-625227,STORE-459717,코덱스커뮤니티(최고점),TABLET-352483,KEY-891263,후결제,"[탕수육 (A0030) (1개) (17000원)], [우동(중간맛) (A0018) (1개) (9000원)], [우동(매운맛) (A0023) (1개) (9000원)]",35000,2026-04-27 21:46:00,,IP-020538,성공,,0
2026-04-27 21:49:34,ORDER-272009,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-585780,후결제,[칠성사이다 캔 355ml (00235) (1개) (2000원)],2000,2026-04-27 21:49:34,,IP-020538,성공,,0
2026-04-27 22:06:33,ORDER-244154,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-959207,후결제,[생맥주 500cc (00417) (3개) (4500원)],13500,2026-04-27 22:06:34,,IP-020538,성공,,1
2026-04-27 22:35:57,ORDER-272009,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-155224,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-27 22:35:57,,IP-020538,성공,,0
2026-04-27 22:47:21,ORDER-815228,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-392634,후결제,"[참이슬후레쉬 (00228) (2개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [우동(순한맛) (A0013) (1개) (9000원)], [어묵우동(매운맛) (A0024) (1개) (10000원)]",46000,2026-04-27 22:47:22,,IP-020538,성공,,1
2026-04-27 22:53:01,ORDER-549009,STORE-459717,코덱스커뮤니티(최고점),TABLET-494852,KEY-476824,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [우동곱빼기(매운맛) (A0050) (1개) (10000원)]",15000,2026-04-27 22:53:02,,IP-020538,성공,,1
2026-04-27 23:09:15,ORDER-815228,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-334219,후결제,[참이슬후레쉬 (00228) (2개) (5000원)],10000,2026-04-27 23:09:15,,IP-020538,성공,,0
2026-04-27 23:19:47,ORDER-658503,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-086555,후결제,[우동(중간맛) (A0018) (2개) (9000원)],18000,2026-04-27 23:19:48,,IP-020538,성공,,1
2026-04-27 23:20:19,ORDER-658503,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-431280,후결제,[참이슬오리지널 (00229) (1개) (5000원)],5000,2026-04-27 23:20:19,,IP-020538,성공,,0
2026-04-27 23:21:38,ORDER-658503,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-083716,후결제,[물티슈 (00406) (1개) (0원)],0,2026-04-27 23:21:38,,IP-020538,성공,,0
2026-04-27 23:42:12,ORDER-815228,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-875996,후결제,[참이슬후레쉬 (00228) (2개) (5000원)],10000,2026-04-27 23:42:12,,IP-020538,성공,,0
2026-04-27 23:43:52,ORDER-895952,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-572162,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)], [튀김만두 (A0037) (1개) (8500원)]",22500,2026-04-27 23:43:52,,IP-020538,성공,,0
2026-04-28 00:03:23,ORDER-280027,STORE-459717,코덱스커뮤니티(최고점),TABLET-773051,KEY-473659,후결제,"[환타파인(캔) (00239) (1개) (2000원)], [참이슬후레쉬 (00228) (1개) (5000원)], [켈리 (00238) (1개) (5000원)], [깡탕세트 (A0031) (1개) (19000원)], [우동(중간맛) (A0018) (2개) (9000원)], [어묵우동(순한맛) (A0014) (1개) (10000원)], [어묵우동(매운맛) (A0024) (1개) (10000원)]",69000,2026-04-28 00:03:23,,IP-020538,성공,,0
2026-04-28 00:12:20,ORDER-280027,STORE-459717,코덱스커뮤니티(최고점),TABLET-773051,KEY-351617,후결제,"[환타파인(캔) (00239) (1개) (2000원)], [탕수육 (A0030) (1개) (17000원)]",19000,2026-04-28 00:12:20,,IP-020538,성공,,0
2026-04-28 00:26:12,ORDER-442413,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-700036,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",15000,2026-04-28 00:26:12,,IP-020538,성공,,0
2026-04-28 00:26:33,ORDER-699242,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-030977,후결제,"[새로 (00256) (1개) (5000원)], [고기만두 (A0035) (1개) (8000원)], [우동(중간맛) (A0018) (1개) (9000원)]",22000,2026-04-28 00:26:34,,IP-020538,성공,,1
2026-04-28 00:36:41,ORDER-279169,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-600377,후결제,"[생맥주 500cc (00417) (2개) (4500원)], [깡탕세트 (A0031) (1개) (19000원)]",28000,2026-04-28 00:36:41,,IP-020538,성공,,0
2026-04-28 01:46:00,ORDER-250799,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-174690,후결제,"[테라 (00237) (1개) (5000원)], [새로 (00256) (1개) (5000원)], [깡탕세트 (A0031) (1개) (19000원)], [어묵우동(중간맛) (A0019) (1개) (10000원)]",39000,2026-04-28 01:46:00,,IP-020538,성공,,0
2026-04-28 02:07:43,ORDER-936989,STORE-459717,코덱스커뮤니티(최고점),TABLET-109685,KEY-119881,후결제,"[고기만두 (A0035) (1개) (8000원)], [새로 (00256) (1개) (5000원)], [우동(중간맛) (A0018) (1개) (9000원)]",22000,2026-04-28 02:07:43,,IP-020538,성공,,0
2026-04-28 02:11:07,ORDER-250799,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-795398,후결제,[테라 (00237) (1개) (5000원)],5000,2026-04-28 02:11:07,,IP-020538,성공,,0
2026-04-28 02:20:12,ORDER-550301,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-067619,후결제,"[생맥주 500cc (00417) (2개) (4500원)], [튀김마라만두 (A0038) (1개) (9000원)]",18000,2026-04-28 02:20:13,,IP-020538,성공,,1
2026-04-28 02:59:28,ORDER-550301,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-541331,후결제,"[생맥주 500cc (00417) (2개) (4500원)], [어묵우동(매운맛) (A0024) (1개) (10000원)]",19000,2026-04-28 02:59:29,,IP-020538,성공,,1
2026-04-28 03:23:04,ORDER-558709,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-704512,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [튀김마라만두 (A0038) (1개) (9000원)], [우동(매운맛) (A0023) (1개) (9000원)]",23000,2026-04-28 03:23:04,,IP-020538,성공,,0
2026-04-28 19:31:49,ORDER-706273,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-926313,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [우동(매운맛) (A0023) (1개) (9000원)], [우동(중간맛) (A0018) (1개) (9000원)], [탕수육 (A0030) (1개) (17000원)]",40000,2026-04-28 19:31:50,,IP-020538,성공,,1
2026-04-28 19:49:23,ORDER-706273,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-011231,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-28 19:49:24,,IP-020538,성공,,1
2026-04-28 20:09:45,ORDER-417196,STORE-459717,코덱스커뮤니티(최고점),TABLET-684884,KEY-097474,후결제,"[고기만두 (A0035) (1개) (8000원)], [진로이즈백 (00231) (1개) (5000원)], [탕수육 (A0030) (1개) (17000원)], [우동(중간맛) (A0018) (1개) (9000원)]",39000,2026-04-28 20:09:45,,IP-020538,성공,,0
2026-04-28 20:11:48,ORDER-706273,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-926851,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [김치만두 (A0036) (1개) (8000원)]",13000,2026-04-28 20:11:48,,IP-020538,성공,,0
2026-04-28 20:13:56,ORDER-430313,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-876732,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [깡탕세트 (A0031) (1개) (19000원)], [어묵탕(매운맛) (A0026) (1개) (22000원)]",46000,2026-04-28 20:13:56,,IP-020538,성공,,0
2026-04-28 20:35:08,ORDER-430313,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-206263,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-28 20:35:08,,IP-020538,성공,,0
2026-04-28 20:35:33,ORDER-556379,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-000306,후결제,"[새로 (00256) (1개) (5000원)], [켈리 (00238) (1개) (5000원)], [튀김만두 (A0037) (1개) (8500원)], [우동(중간맛) (A0018) (1개) (9000원)]",27500,2026-04-28 20:35:34,,IP-020538,성공,,1
2026-04-28 20:38:08,ORDER-706273,STORE-459717,코덱스커뮤니티(최고점),TABLET-145919,KEY-788232,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-28 20:38:08,,IP-020538,성공,,0
2026-04-28 20:43:40,ORDER-624419,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-573885,후결제,"[탕수육 (A0030) (1개) (17000원)], [우동(중간맛) (A0018) (1개) (9000원)]",26000,2026-04-28 20:43:41,,IP-020538,성공,,1
2026-04-28 20:45:41,ORDER-355364,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-297616,후결제,"[칠성사이다 캔 355ml (00235) (1개) (2000원)], [참이슬후레쉬 (00228) (1개) (5000원)], [어묵탕(중간맛) (A0021) (1개) (22000원)]",29000,2026-04-28 20:45:41,,IP-020538,성공,,0
2026-04-28 20:46:55,ORDER-987013,STORE-459717,코덱스커뮤니티(최고점),TABLET-109685,KEY-149247,후결제,"[새로 (00256) (1개) (5000원)], [고기만두 (A0035) (1개) (8000원)], [우동(매운맛) (A0023) (1개) (9000원)]",22000,2026-04-28 20:46:56,,IP-020538,성공,,1
2026-04-28 20:55:28,ORDER-832828,STORE-459717,코덱스커뮤니티(최고점),TABLET-516459,KEY-228188,후결제,"[탕수육 (A0030) (1개) (17000원)], [우동곱빼기(순한맛) (A0040) (1개) (10000원)]",27000,2026-04-28 20:55:28,,IP-020538,성공,,0
2026-04-28 21:02:14,ORDER-556379,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-965174,후결제,[켈리 (00238) (1개) (5000원)],5000,2026-04-28 21:02:14,,IP-020538,성공,,0
2026-04-28 21:03:58,ORDER-556379,STORE-459717,코덱스커뮤니티(최고점),TABLET-698701,KEY-211376,후결제,"[우동곱빼기(매운맛) (A0050) (1개) (10000원)], [튀김만두 (A0037) (1개) (8500원)]",18500,2026-04-28 21:03:58,,IP-020538,성공,,0
2026-04-28 21:12:01,ORDER-987013,STORE-459717,코덱스커뮤니티(최고점),TABLET-109685,KEY-747071,후결제,"[펩시 캔 355ml (00234) (1개) (2000원)], [새로 (00256) (1개) (5000원)]",7000,2026-04-28 21:12:01,,IP-020538,성공,,0
2026-04-28 21:12:55,ORDER-430313,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-585105,후결제,[물 (00396) (1개) (0원)],0,2026-04-28 21:12:56,,IP-020538,성공,,1
2026-04-28 21:12:58,ORDER-430313,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-432104,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-28 21:12:59,,IP-020538,성공,,1
2026-04-28 21:46:04,ORDER-868371,STORE-459717,코덱스커뮤니티(최고점),TABLET-775565,KEY-288289,후결제,"[참이슬후레쉬 (00228) (1개) (5000원)], [어묵우동(매운맛) (A0024) (1개) (10000원)]",15000,2026-04-28 21:46:04,,IP-020538,성공,,0
2026-04-28 21:46:54,ORDER-355364,STORE-459717,코덱스커뮤니티(최고점),TABLET-684259,KEY-100969,후결제,[칠성사이다 캔 355ml (00235) (1개) (2000원)],2000,2026-04-28 21:46:54,,IP-020538,성공,,0
2026-04-28 21:48:48,ORDER-430313,STORE-459717,코덱스커뮤니티(최고점),TABLET-845735,KEY-310794,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-28 21:48:48,,IP-020538,성공,,0
2026-04-28 21:51:30,ORDER-184784,STORE-459717,코덱스커뮤니티(최고점),TABLET-105430,KEY-414924,후결제,[참이슬후레쉬 (00228) (1개) (5000원)],5000,2026-04-28 21:51:30,,IP-020538,성공,,0
2026-04-28 21:57:07,ORDER-460314,STORE-459717,코덱스커뮤니티(최고점),TABLET-602663,KEY-001982,후결제,[우동(매운맛) (A0023) (1개) (9000원)],9000,2026-04-28 21:57:08,,IP-020538,성공,,1
